DATE,DFII5
2022-02-22,-1.04
2022-02-23,-1.12
2022-02-24,-1.21
2022-02-25,-1.16
2022-02-28,-1.40
2022-03-01,-1.58
2022-03-02,-1.49
2022-03-03,-1.43
2022-03-04,-1.54
2022-03-07,-1.58
2022-03-08,-1.63
2022-03-09,-1.46
2022-03-10,-1.50
2022-03-11,-1.56
2022-03-14,-1.40
2022-03-15,-1.32
2022-03-16,-1.16
2022-03-17,-1.34
2022-03-18,-1.34
2022-03-21,-1.19
2022-03-22,-1.13
2022-03-23,-1.23
2022-03-24,-1.20
2022-03-25,-1.04
2022-03-28,-1.02
2022-03-29,-0.91
2022-03-30,-0.97
2022-03-31,-0.92
2022-04-01,-0.73
2022-04-04,-0.72
2022-04-05,-0.62
2022-04-06,-0.58
2022-04-07,-0.56
2022-04-08,-0.57
2022-04-11,-0.58
2022-04-12,-0.65
2022-04-13,-0.59
2022-04-14,-0.54
2022-04-15,.
2022-04-18,-0.57
2022-04-19,-0.45
2022-04-20,-0.49
2022-04-21,-0.41
2022-04-22,-0.43
2022-04-25,-0.43
2022-04-26,-0.46
2022-04-27,-0.47
2022-04-28,-0.53
2022-04-29,-0.38
2022-05-02,-0.20
2022-05-03,-0.20
2022-05-04,-0.31
2022-05-05,-0.22
2022-05-06,-0.16
2022-05-09,-0.11
2022-05-10,-0.01
2022-05-11,-0.11
2022-05-12,-0.08
2022-05-13,-0.14
2022-05-16,-0.21
2022-05-17,-0.12
2022-05-18,-0.16
2022-05-19,-0.13
2022-05-20,-0.08
2022-05-23,-0.04
2022-05-24,-0.11
2022-05-25,-0.17
2022-05-26,-0.26
2022-05-27,-0.24
2022-05-30,.
2022-05-31,-0.15
2022-06-01,-0.02
2022-06-02,-0.05
2022-06-03,-0.09
2022-06-06,-0.02
2022-06-07,-0.04
2022-06-08,-0.03
2022-06-09,-0.01
2022-06-10,0.12
2022-06-13,0.45
2022-06-14,0.73
2022-06-15,0.38
2022-06-16,0.48
2022-06-17,0.54
2022-06-20,.
2022-06-21,0.54
2022-06-22,0.48
2022-06-23,0.45
2022-06-24,0.36
2022-06-27,0.45
2022-06-28,0.52
2022-06-29,0.56
2022-06-30,0.43
2022-07-01,0.28
2022-07-04,.
2022-07-05,0.31
2022-07-06,0.48
2022-07-07,0.52
2022-07-08,0.51
2022-07-11,0.49
2022-07-12,0.51
2022-07-13,0.51
2022-07-14,0.52
2022-07-15,0.46
2022-07-18,0.43
2022-07-19,0.47
2022-07-20,0.51
2022-07-21,0.45
2022-07-22,0.31
2022-07-25,0.31
2022-07-26,0.33
2022-07-27,0.21
2022-07-28,0.02
2022-07-29,-0.03
2022-08-01,-0.06
2022-08-02,0.16
2022-08-03,0.14
2022-08-04,0.12
2022-08-05,0.33
2022-08-08,0.26
2022-08-09,0.31
2022-08-10,0.32
2022-08-11,0.31
2022-08-12,0.30
2022-08-15,0.29
2022-08-16,0.34
2022-08-17,0.39
2022-08-18,0.32
2022-08-19,0.39
2022-08-22,0.43
2022-08-23,0.41
2022-08-24,0.41
2022-08-25,0.38
2022-08-26,0.47
2022-08-29,0.56
2022-08-30,0.60
2022-08-31,0.72
2022-09-01,0.87
2022-09-02,0.75
2022-09-05,.
2022-09-06,0.87
2022-09-07,0.86
2022-09-08,0.93
2022-09-09,0.94
2022-09-12,0.95
2022-09-13,1.02
2022-09-14,0.98
2022-09-15,1.09
2022-09-16,1.13
2022-09-19,1.25
2022-09-20,1.27
2022-09-21,1.27
2022-09-22,1.46
2022-09-23,1.58
2022-09-26,1.82
2022-09-27,1.86
2022-09-28,1.55
2022-09-29,1.80
2022-09-30,1.92
2022-10-03,1.64
2022-10-04,1.56
2022-10-05,1.70
2022-10-06,1.76
2022-10-07,1.78
2022-10-10,.
2022-10-11,1.78
2022-10-12,1.80
2022-10-13,1.83
2022-10-14,1.81
2022-10-17,1.76
2022-10-18,1.79
2022-10-19,1.89
2022-10-20,1.80
2022-10-21,1.65
2022-10-24,1.64
2022-10-25,1.63
2022-10-26,1.64
2022-10-27,1.52
2022-10-28,1.57
2022-10-31,1.60
2022-11-01,1.62
2022-11-02,1.62
2022-11-03,1.82
2022-11-04,1.72
2022-11-07,1.72
2022-11-08,1.70
2022-11-09,1.74
2022-11-10,1.48
2022-11-11,.
2022-11-14,1.58
2022-11-15,1.53
2022-11-16,1.48
2022-11-17,1.61
2022-11-18,1.71
2022-11-21,1.63
2022-11-22,1.58
2022-11-23,1.55
2022-11-24,.
2022-11-25,1.51
2022-11-28,1.59
2022-11-29,1.62
2022-11-30,1.41
2022-12-01,1.23
2022-12-02,1.16
2022-12-05,1.34
2022-12-06,1.35
2022-12-07,1.29
2022-12-08,1.35
2022-12-09,1.45
2022-12-12,1.45
2022-12-13,1.35
2022-12-14,1.39
2022-12-15,1.41
2022-12-16,1.47
2022-12-19,1.51
2022-12-20,1.53
2022-12-21,1.47
2022-12-22,1.55
2022-12-23,1.57
2022-12-26,.
2022-12-27,1.61
2022-12-28,1.64
2022-12-29,1.62
2022-12-30,1.66
